"drug_id","concept_id","name","combination","simple_strength","simple_name_EN","simple_dosage_form_EN","name_concatenated_EN (use it; prepared by the program)","simple_name_FR","simple_dosage_form_FR","name_concatenated_FR (use it; prepared by the program)"
1586,74657,"Dextran 70 60 MG/ML Injectable Solution","no","60MG/ML","DEXTRAN 70","Solution for injection","DEXTRAN 70 (60MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1587,5278,"Diaphragms","no","\N","Diaphragm","\N","\N","DIAPHRAGME CERVICAL","\N","\N"
1588,74745,"Diazepam 0.4 MG/ML Oral Solution","no","0.4MG/ML","DIAZEPAM","Oral solution","DIAZEPAM (0.4MG/ML) - Oral solution","Diazepam","\N","\N"
1589,74745,"Diazepam 10 MG Oral Tablet","no","10MG","DIAZEPAM","Oral tablet","DIAZEPAM (10MG) - Oral tablet","Diazepam","\N","\N"
1590,74745,"Diazepam 10 MG Rectal Suppository","no","10MG","DIAZEPAM","Rectal supp","DIAZEPAM (10MG) - Rectal supp","Diazepam","\N","\N"
1591,74745,"Diazepam 2 MG Oral Tablet","no","2MG","DIAZEPAM","Oral tablet","DIAZEPAM (2MG) - Oral tablet","Diazepam","\N","\N"
1592,74745,"Diazepam 2.5 MG Rectal Suppository","no","2.5MG","DIAZEPAM","Rectal supp","DIAZEPAM (2.5MG) - Rectal supp","Diazepam","\N","\N"
1593,74745,"Diazepam 5 MG Oral Tablet","no","5MG","DIAZEPAM","Oral tablet","DIAZEPAM (5MG) - Oral tablet","Diazepam","\N","\N"
1594,74745,"Diazepam 5 MG Rectal Suppository","no","5MG","DIAZEPAM","Rectal supp","DIAZEPAM (5MG) - Rectal supp","Diazepam","\N","\N"
1595,74745,"Diazepam 5 MG/ML Gel","no","5MG/ML","DIAZEPAM","Rectal supp","DIAZEPAM (5MG/ML) - Rectal supp","Diazepam","\N","\N"
1596,74745,"Diazepam 5 MG/ML Injectable Suspension","no","5MG/ML","DIAZEPAM","Suspension for injection","DIAZEPAM (5MG/ML) - Suspension for injection","Diazepam","\N","\N"
1597,74745,"Diazepam 5 MG/ML Rectal Solution","no","5MG/ML","DIAZEPAM","Rectal solution","DIAZEPAM (5MG/ML) - Rectal solution","Diazepam","\N","\N"
1598,74807,"Didanosine 100 MG Buffered Powder for Oral Solutio","no","100MG","DIDANOSINE","Oral powder","DIDANOSINE (100MG) - Oral powder","DIDANOSINE","\N","\N"
1599,74807,"Didanosine 100 MG Chewable Tablet","no","100MG","DIDANOSINE","Chewable tablet","DIDANOSINE (100MG) - Chewable tablet","DIDANOSINE","\N","\N"
1600,74807,"Didanosine 125 MG Enteric Coated Capsule","no","125MG","DIDANOSINE","Enteric-coated capsule","DIDANOSINE (125MG) - Enteric-coated capsule","DIDANOSINE","\N","\N"
1601,74807,"Didanosine 150 MG Chewable Tablet","no","150MG","DIDANOSINE","Chewable tablet","DIDANOSINE (150MG) - Chewable tablet","DIDANOSINE","\N","\N"
1602,74807,"Didanosine 167 MG Buffered Powder for Oral Solutio","no","167MG","DIDANOSINE","Oral powder","DIDANOSINE (167MG) - Oral powder","DIDANOSINE","\N","\N"
1603,74807,"Didanosine 200 MG Chewable Tablet","no","200MG","DIDANOSINE","Chewable tablet","DIDANOSINE (200MG) - Chewable tablet","DIDANOSINE","\N","\N"
1604,74807,"Didanosine 200 MG Enteric Coated Capsule","no","200MG","DIDANOSINE","Enteric-coated capsule","DIDANOSINE (200MG) - Enteric-coated capsule","DIDANOSINE","\N","\N"
1605,74807,"Didanosine 25 MG Chewable Tablet","no","25MG","DIDANOSINE","Chewable tablet","DIDANOSINE (25MG) - Chewable tablet","DIDANOSINE","\N","\N"
1606,74807,"Didanosine 250 MG Buffered Powder for Oral Solutio","no","250MG","DIDANOSINE","Oral powder","DIDANOSINE (250MG) - Oral powder","DIDANOSINE","\N","\N"
1607,74807,"Didanosine 250 MG Enteric Coated Capsule","no","250MG","DIDANOSINE","Enteric-coated capsule","DIDANOSINE (250MG) - Enteric-coated capsule","DIDANOSINE","\N","\N"
1608,74807,"Didanosine 400 MG Enteric Coated Capsule","no","400MG","DIDANOSINE","Enteric-coated capsule","DIDANOSINE (400MG) - Enteric-coated capsule","DIDANOSINE","\N","\N"
1609,74807,"Didanosine 50 MG Chewable Tablet","no","50MG","DIDANOSINE","Chewable tablet","DIDANOSINE (50MG) - Chewable tablet","DIDANOSINE","\N","\N"
1610,74821,"Diethylcarbamazine Citrate 100 MG Oral Tablet","no","100MG","DIETHYLCARBAMAZINE CITRATE","Oral tablet","DIETHYLCARBAMAZINE CITRATE (100MG) - Oral tablet","\N","\N","\N"
1611,74821,"Diethylcarbamazine Citrate 50 MG Oral Tablet","no","50MG","DIETHYLCARBAMAZINE CITRATE","Oral tablet","DIETHYLCARBAMAZINE CITRATE (50MG) - Oral tablet","\N","\N","\N"
1612,74860,"Digoxin 0.05 MG/ML Oral Solution","no","0.05MG/ML","DIGOXIN","Oral solution","DIGOXIN (0.05MG/ML) - Oral solution","Digoxine","\N","\N"
1613,74860,"Digoxin 0.0625 MG Oral Tablet","no","0.0625MG","DIGOXIN","Oral tablet","DIGOXIN (0.0625MG) - Oral tablet","Digoxine","\N","\N"
1614,74860,"Digoxin 0.25 MG Oral Tablet","no","0.25MG","DIGOXIN","Oral tablet","DIGOXIN (0.25MG) - Oral tablet","Digoxine","\N","\N"
1615,74860,"Digoxin 0.25 MG/ML Injectable Solution","no","0.25MG/ML","DIGOXIN","Solution for injection","DIGOXIN (0.25MG/ML) - Solution for injection","Digoxine","SOLUTION POUR INJECTION","Digoxine (0.25MG/ML) - SOLUTION POUR INJECTION"
1616,74917,"Diloxanide 500 MG Oral Tablet","no","500MG","DILOXANIDE FUROATE","Oral tablet","DILOXANIDE FUROATE (500MG) - Oral tablet","\N","\N","\N"
1617,74936,"Dimercaprol 50 MG/ML Injectable Solution","no","50MG/ML","DIMERCAPROL","Solution for injection","DIMERCAPROL (50MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1618,74975,"Dinoprostone 1MG.ML Injectable Solution","no","1MG","DINOPROSTONE","Solution for injection","DINOPROSTONE (1MG) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1619,75029,"Diphtheria Antitoxin 10000 IU/VIAL Injectable Solu","no","10000UNT","DIPHTHERIA ANTITOXIN","Solution for injection","DIPHTHERIA ANTITOXIN (10000UNT) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1620,75029,"Diphtheria Antitoxin 20000 IU/VIAL Injectable Solu","no","20000UNT","DIPHTHERIA ANTITOXIN","Solution for injection","DIPHTHERIA ANTITOXIN (20000UNT) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1621,75031,"Diphtheria vaccine","no","\N","DIPHTHERIA TOXOID ADSORBED","Suspension for injection","\N","\N","\N","\N"
1622,75106,"Docetaxel 20 MG/ML Injectable Solution","no","20MG/ML","DOCETAXEL","Solution for injection","DOCETAXEL (20MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1623,75106,"Docetaxel 40 MG/ML Injectable Solution","no","40MG/ML","DOCETAXEL","Solution for injection","DOCETAXEL (40MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1624,75121,"Docusate Sodium 10 MG/ML Oral Suspension","no","10MG/ML","DOCUSATE SODIUM","Oral suspension","DOCUSATE SODIUM (10MG/ML) - Oral suspension","\N","\N","\N"
1625,75121,"Docusate Sodium 100 MG Oral Capsule","no","100MG","DOCUSATE SODIUM","Oral capsule","DOCUSATE SODIUM (100MG) - Oral capsule","\N","\N","\N"
1626,75178,"Dopamine Hydrochloride 40 MG/ML Injectable Solutio","no","40MG/ML","DOPAMINE HYDROCHLORIDE","Solution for injection","DOPAMINE HYDROCHLORIDE (40MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1627,75217,"Doxorubicin Hydrochloride 10 MG Powder for Injecti","no","10MG","DOXORUBICIN HYDROCHLORIDE","Powder for injection","DOXORUBICIN HYDROCHLORIDE (10MG) - Powder for injection","\N","\N","\N"
1628,75217,"Doxorubicin Hydrochloride 50 MG Powder for Injecti","no","50MG","DOXORUBICIN HYDROCHLORIDE","Powder for injection","DOXORUBICIN HYDROCHLORIDE (50MG) - Powder for injection","\N","\N","\N"
1629,75226,"Doxycycline 10 MG/ML Oral Suspension","no","10MG/ML","DOXYCYCLINE MONOHYDRATE","Oral suspension","DOXYCYCLINE MONOHYDRATE (10MG/ML) - Oral suspension","\N","\N","\N"
1630,75224,"Doxycycline 100 MG Disintegrating Tablet","no","100MG","DOXYCYCLINE HYCLATE","Disintegrating tablet","DOXYCYCLINE HYCLATE (100MG) - Disintegrating tablet","\N","\N","\N"
1631,75224,"Doxycycline 100 MG Enteric Coated Capsule","no","100MG","DOXYCYCLINE HYCLATE","Enteric-coated capsule","DOXYCYCLINE HYCLATE (100MG) - Enteric-coated capsule","\N","\N","\N"
1632,75224,"Doxycycline 100 MG Enteric Coated Tablet","no","100MG","DOXYCYCLINE HYCLATE","Enteric-coated tablet","DOXYCYCLINE HYCLATE (100MG) - Enteric-coated tablet","\N","\N","\N"
1633,75224,"Doxycycline 100 MG Oral Capsule","no","100MG","DOXYCYCLINE HYCLATE","Oral capsule","DOXYCYCLINE HYCLATE (100MG) - Oral capsule","\N","\N","\N"
1634,75224,"Doxycycline 100 MG Oral Tablet","no","100MG","DOXYCYCLINE HYCLATE","Oral tablet","DOXYCYCLINE HYCLATE (100MG) - Oral tablet","\N","\N","\N"
1635,75226,"Doxycycline 5 MG/ML Oral Suspension","no","5MG/ML","DOXYCYCLINE MONOHYDRATE","Oral suspension","DOXYCYCLINE MONOHYDRATE (5MG/ML) - Oral suspension","\N","\N","\N"
1636,75224,"Doxycycline 50 MG Oral Capsule","no","50MG","DOXYCYCLINE HYCLATE","Oral capsule","DOXYCYCLINE HYCLATE (50MG) - Oral capsule","\N","\N","\N"
1637,75224,"Doxycycline 50 MG Oral Tablet","no","50MG","DOXYCYCLINE HYCLATE","Oral tablet","DOXYCYCLINE HYCLATE (50MG) - Oral tablet","\N","\N","\N"
1638,72671,"Edetate calcium disodium 200 MG/ML Injectable Solu","no","200MG/ML","CALCIUM DISODIUM EDETATE","Solution for injection","CALCIUM DISODIUM EDETATE (200MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1639,75523,"Efavirenz 100 MG Oral Capsule","no","100MG","EFAVIRENZ","Oral capsule","EFAVIRENZ (100MG) - Oral capsule","EFAVIRENZ","\N","\N"
1640,75523,"Efavirenz 200 MG Oral Capsule","no","200MG","EFAVIRENZ","Oral capsule","EFAVIRENZ (200MG) - Oral capsule","EFAVIRENZ","\N","\N"
1641,75523,"Efavirenz 50 MG Oral Capsule","no","50MG","EFAVIRENZ","Oral capsule","EFAVIRENZ (50MG) - Oral capsule","EFAVIRENZ","\N","\N"
1642,104565,"Efavirenz 600 MG / emtricitabine 200 MG / Tenofovi","yes","\N","EFAVIRENZ / EMTRICITABINE / TENOFOVIR DISOPROXIL","Oral tablet","\N","\N","\N","\N"
1643,75523,"Efavirenz 600 MG Oral Tablet","no","600MG","EFAVIRENZ","Oral tablet","EFAVIRENZ (600MG) - Oral tablet","EFAVIRENZ","\N","\N"
1644,75535,"Eflornithine Hydrochloride 200 MG/ML Injectable So","no","200MG/ML","EFLORNITHINE","Solution for injection","EFLORNITHINE (200MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1645,75628,"Emtricitabine 10 MG/ML Oral Solution","no","10MG/ML","EMTRICITABINE","Oral solution","EMTRICITABINE (10MG/ML) - Oral solution","EMTRICITABINE","\N","\N"
1646,104567,"Emtricitabine 200 MG / Tenofovir disoproxil fumara","yes","\N","EMTRICITABINE / TENOFOVIR DISOPROXIL","Oral tablet","\N","\N","\N","\N"
1647,75628,"Emtricitabine 200 MG Oral Capsule","no","200MG","EMTRICITABINE","Oral capsule","EMTRICITABINE (200MG) - Oral capsule","EMTRICITABINE","\N","\N"
1648,75634,"Enalapril Maleate 2.5 MG Oral Tablet","no","2.5MG","ENALAPRIL MALEATE","Oral tablet","ENALAPRIL MALEATE (2.5MG) - Oral tablet","\N","\N","\N"
1649,75634,"Enalapril Maleate 5 MG Oral Tablet","no","5MG","ENALAPRIL MALEATE","Oral tablet","ENALAPRIL MALEATE (5MG) - Oral tablet","\N","\N","\N"
1650,75722,"Ephedrine hydrochloride 30 MG/ML Injectable Soluti","no","30MG/ML","EPHEDRINE HYDROCHLORIDE","Solution for injection","EPHEDRINE HYDROCHLORIDE (30MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1651,104584,"Epinephrine 0.005 MG/ML / Lidocaine Hydrochloride ","yes","0.005MG/ML","EPINEPHRINE / LIDOCAINE","Solution for injection","EPINEPHRINE / LIDOCAINE (0.005MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1652,104584,"Epinephrine 0.005 MG/ML / Lidocaine Hydrochloride ","yes","0.005MG/ML","EPINEPHRINE / LIDOCAINE","Solution for injection","EPINEPHRINE / LIDOCAINE (0.005MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1653,104584,"Epinephrine 0.005 MG/ML / Lidocaine Sulfate 10 MG/","yes","0.005MG/ML","EPINEPHRINE / LIDOCAINE","Solution for injection","EPINEPHRINE / LIDOCAINE (0.005MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1654,104584,"Epinephrine 0.005 MG/ML / Lidocaine Sulfate 20 MG/","yes","0.005MG/ML","EPINEPHRINE / LIDOCAINE","Solution for injection","EPINEPHRINE / LIDOCAINE (0.005MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1655,104584,"Epinephrine 0.0125 MG/ML / Lidocaine Hydrochloride","yes","0.0125MG/ML","EPINEPHRINE / LIDOCAINE","Solution for injection","EPINEPHRINE / LIDOCAINE (0.0125MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1656,70294,"Epinephrine 0.1 MG/ML Injectable Solution","no","0.1MG/ML","ADRENALINE HYDROCHLORIDE","Solution for injection","ADRENALINE HYDROCHLORIDE (0.1MG/ML) - Solution for injection","ADRENALINE","SOLUTION POUR INJECTION","ADRENALINE (0.1MG/ML) - SOLUTION POUR INJECTION"
1657,70294,"Epinephrine 1 MG/ML Injectable Solution","no","1MG/ML","ADRENALINE HYDROCHLORIDE","Solution for injection","ADRENALINE HYDROCHLORIDE (1MG/ML) - Solution for injection","ADRENALINE","SOLUTION POUR INJECTION","ADRENALINE (1MG/ML) - SOLUTION POUR INJECTION"
1658,70294,"Epinephrine 20 MG/ML Ophthalmic Solution","no","20MG/ML","ADRENALINE HYDROCHLORIDE","Eye solution","ADRENALINE HYDROCHLORIDE (20MG/ML) - Eye solution","ADRENALINE","\N","\N"
1659,86346,"Ergocalciferol 10000 UNT/ML Oral Solution","no","10000UNT/ML","VITAMIN D2","Oral solution","VITAMIN D2 (10000UNT/ML) - Oral solution","\N","\N","\N"
1660,86346,"Ergocalciferol 50000 UNT Oral Capsule","no","50000UNT","VITAMIN D2","Oral capsule","VITAMIN D2 (50000UNT) - Oral capsule","\N","\N","\N"
1661,86346,"Ergocalciferol 50000 UNT Oral Tablet","no","50000UNT","VITAMIN D2","Oral tablet","VITAMIN D2 (50000UNT) - Oral tablet","\N","\N","\N"
1662,75802,"Ergonovine 0.2 MG/ML Injectable Solution","no","0.2MG/ML","ERGONOVINE MALEATE","Solution for injection","ERGONOVINE MALEATE (0.2MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1663,75844,"Erythromycin 25 MG/ML Oral Suspension","no","25MG/ML","ERYTHROMYCIN ETHYLSUCCINATE","Oral suspension","ERYTHROMYCIN ETHYLSUCCINATE (25MG/ML) - Oral suspension","\N","\N","\N"
1664,75844,"Erythromycin 25 MG/ML Oral Suspension","no","25MG/ML","ERYTHROMYCIN ETHYLSUCCINATE","Oral suspension","ERYTHROMYCIN ETHYLSUCCINATE (25MG/ML) - Oral suspension","\N","\N","\N"
1665,75847,"Erythromycin 500 MG Oral Tablet","no","500MG","ERYTHROMYCIN STEARATE","Oral tablet","ERYTHROMYCIN STEARATE (500MG) - Oral tablet","\N","\N","\N"
1666,75843,"Erythromycin Estolate 25 MG/ML Oral Suspension","no","25MG/ML","ERYTHROMYCIN ESTOLATE","Oral suspension","ERYTHROMYCIN ESTOLATE (25MG/ML) - Oral suspension","\N","\N","\N"
1667,75843,"Erythromycin Estolate 250 MG Oral Capsule","no","250MG","ERYTHROMYCIN ESTOLATE","Oral capsule","ERYTHROMYCIN ESTOLATE (250MG) - Oral capsule","\N","\N","\N"
1668,75846,"Erythromycin lactobionate 50 MG/ML Injectable Solu","no","50MG/ML","ERYTHROMYCIN LACTOBIONATE","Solution for injection","ERYTHROMYCIN LACTOBIONATE (50MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1669,75847,"Erythromycin stearate 250 MG Oral Tablet","no","250MG","ERYTHROMYCIN STEARATE","Oral tablet","ERYTHROMYCIN STEARATE (250MG) - Oral tablet","\N","\N","\N"
1670,104600,"Estradiol cypionate 5 MG/ML / medroxyprogesterone ","yes","\N","ESTRADIOL / MEDROXYPROGESTERONE","Suspension for injection","\N","\N","\N","\N"
1671,75928,"Estrogens","no","\N","ESTROGENS","Oral tablet","\N","\N","\N","\N"
1672,1131,"Ethambutol 275 MG / Isoniazid 75 MG / Pyrazinamide","yes","\N","RIFAMPICIN ISONIAZID PYRAZINAMIDE AND ETHAMBUTOL","Oral tablet","\N","\N","\N","\N"
1673,159851,"Ethambutol 275 MG / Isoniazid 75 MG / Rifampicin 1","yes","\N","rifampicin isoniazid and ethambutol","Oral tablet","\N","\N","\N","\N"
1674,1108,"Ethambutol 400 MG / Isoniazid 150 MG Oral Tablet","yes","\N","ETHAMBUTOL AND ISONIAZID","Oral tablet","\N","\N","\N","\N"
1675,75949,"Ethambutol Hydrochloride 100 MG Oral Tablet","no","100MG","ETHAMBUTOL HYDROCHLORIDE","Oral tablet","ETHAMBUTOL HYDROCHLORIDE (100MG) - Oral tablet","\N","\N","\N"
1676,75949,"Ethambutol Hydrochloride 25 MG/ML Oral Solution","no","25MG/ML","ETHAMBUTOL HYDROCHLORIDE","Oral solution","ETHAMBUTOL HYDROCHLORIDE (25MG/ML) - Oral solution","\N","\N","\N"
1677,75949,"Ethambutol Hydrochloride 400 MG Oral Tablet","no","400MG","ETHAMBUTOL HYDROCHLORIDE","Oral tablet","ETHAMBUTOL HYDROCHLORIDE (400MG) - Oral tablet","\N","\N","\N"
1678,75953,"Ethanol 0.7 ML/ML Topical Solution","no","0.7ML/ML","ETHANOL","Cutaneous solution","ETHANOL (0.7ML/ML) - Cutaneous solution","\N","\N","\N"
1679,104625,"Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.15 MG","yes","\N","ETHINYL ESTRADIOL / LEVONORGESTREL","Oral tablet","\N","\N","\N","\N"
1680,104627,"Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Or","yes","0.035MG","ETHINYL ESTRADIOL / NORETHINDRONE","Oral tablet","ETHINYL ESTRADIOL / NORETHINDRONE (0.035MG) - Oral tablet","\N","\N","\N"
1681,75976,"Ethionamide 125 MG Oral Tablet","no","125MG","ETHIONAMIDE","Oral tablet","ETHIONAMIDE (125MG) - Oral tablet","\N","\N","\N"
1682,75976,"Ethionamide 250 MG Oral Tablet","no","250MG","ETHIONAMIDE","Oral tablet","ETHIONAMIDE (250MG) - Oral tablet","\N","\N","\N"
1683,75984,"Ethosuximide 250 MG Oral Capsule","no","250MG","ETHOSUXIMIDE","Oral capsule","ETHOSUXIMIDE (250MG) - Oral capsule","\N","\N","\N"
1684,75984,"Ethosuximide 50 MG/ML Oral Solution","no","50MG/ML","ETHOSUXIMIDE","Oral solution","ETHOSUXIMIDE (50MG/ML) - Oral solution","\N","\N","\N"
1685,76027,"Etoposide 100 MG Oral Capsule","no","100MG","ETOPOSIDE PHOSPHATE","Oral capsule","ETOPOSIDE PHOSPHATE (100MG) - Oral capsule","\N","\N","\N"
1686,76027,"Etoposide 20 MG/ML Injectable Solution","no","20MG/ML","ETOPOSIDE PHOSPHATE","Solution for injection","ETOPOSIDE PHOSPHATE (20MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1687,76164,"Factor IX 1000 UNT/ML Injectable Solution","no","1000UNT/ML","FACTOR IX","Solution for injection","FACTOR IX (1000UNT/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1688,76164,"Factor IX 1000 UNT/ML Injectable Solution","no","1000UNT/ML","FACTOR IX","Solution for injection","FACTOR IX (1000UNT/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1689,76164,"Factor IX 500 UNT/ML Injectable Solution","no","500UNT/ML","FACTOR IX","Solution for injection","FACTOR IX (500UNT/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1690,76164,"Factor IX 500 UNT/ML Injectable Solution","no","500UNT/ML","FACTOR IX","Solution for injection","FACTOR IX (500UNT/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1691,76343,"Ferrous sulfate 25 MG/ML Oral Solution","no","25MG/ML","FERROUS SULFATE;DRIED","Oral solution","FERROUS SULFATE;DRIED (25MG/ML) - Oral solution","\N","\N","\N"
1692,773,"Ferrous Sulfate 60 MG / Folic Acid 0.4 MG Oral Tab","yes","\N","FERROUS SULFATE AND FOLIC ACID","Oral tablet","\N","\N","\N","\N"
1693,76343,"Ferrous sulfate 60 MG Oral Tablet","no","60MG","FERROUS SULFATE;DRIED","Oral tablet","FERROUS SULFATE;DRIED (60MG) - Oral tablet","\N","\N","\N"
1694,76488,"Fluconazole 10 MG/ML Oral Suspension","no","10MG/ML","FLUCONAZOLE","Oral suspension","FLUCONAZOLE (10MG/ML) - Oral suspension","Fluconazole","\N","\N"
1695,76488,"Fluconazole 2 MG/ML Injectable Solution","no","2MG/ML","FLUCONAZOLE","Solution for injection","FLUCONAZOLE (2MG/ML) - Solution for injection","Fluconazole","SOLUTION POUR INJECTION","Fluconazole (2MG/ML) - SOLUTION POUR INJECTION"
1696,76488,"Fluconazole 50 MG Oral Capsule","no","50MG","FLUCONAZOLE","Oral capsule","FLUCONAZOLE (50MG) - Oral capsule","Fluconazole","\N","\N"
1697,76489,"Flucytosine 10 MG/ML Injectable Solution","no","10MG/ML","FLUCYTOSINE","Solution for injection","FLUCYTOSINE (10MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1698,76489,"Flucytosine 250 MG Oral Capsule","no","250MG","FLUCYTOSINE","Oral capsule","FLUCYTOSINE (250MG) - Oral capsule","\N","\N","\N"
1699,76494,"Fludrocortisone 0.1 MG Oral Tablet","no","0.1MG","FLUDROCORTISONE 21-ACETATE","Oral tablet","FLUDROCORTISONE 21-ACETATE (0.1MG) - Oral tablet","\N","\N","\N"
1700,84058,"Fluorescein sodium 10 MG/ML Ophthalmic Solution","no","10MG/ML","SODIUM FLUORESCEIN","Eye solution","SODIUM FLUORESCEIN (10MG/ML) - Eye solution","\N","\N","\N"
1701,76550,"Fluorouracil 0.05 MG/MG Topical Ointment","no","0.05MG/MG","FLUOROURACIL","Topical ointment","FLUOROURACIL (0.05MG/MG) - Topical ointment","\N","\N","\N"
1702,76550,"Fluorouracil 50 MG/ML Injectable Solution","no","50MG/ML","FLUOROURACIL","Solution for injection","FLUOROURACIL (50MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1703,76553,"Fluoxetine 20 MG Oral Capsule","no","20MG","FLUOXETINE HYDROCHLORIDE","Oral capsule","FLUOXETINE HYDROCHLORIDE (20MG) - Oral capsule","\N","\N","\N"
1704,76553,"Fluoxetine 20 MG Oral Tablet","no","20MG","FLUOXETINE HYDROCHLORIDE","Oral tablet","FLUOXETINE HYDROCHLORIDE (20MG) - Oral tablet","\N","\N","\N"
1705,76559,"Fluphenazine decanoate 25 MG/ML Injectable Solutio","no","25MG/ML","FLUPHENAZINE DEPOT","Solution for injection","FLUPHENAZINE DEPOT (25MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1706,76558,"Fluphenazine enanthate 25 MG/ML Injectable Solutio","no","25MG/ML","FLUPHENAZINE","Solution for injection","FLUPHENAZINE (25MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1707,76613,"Folic Acid 1 MG Oral Tablet","no","1MG","FOLIC ACID","Oral tablet","FOLIC ACID (1MG) - Oral tablet","Acide folique","\N","\N"
1708,76613,"Folic Acid 5 MG Oral Tablet","no","5MG","FOLIC ACID","Oral tablet","FOLIC ACID (5MG) - Oral tablet","Acide folique","\N","\N"
1709,76624,"Fomepizole 1000 MG/ML Injectable Solution","no","1000MG/ML","FOMEPIZOLE","Solution for injection","FOMEPIZOLE (1000MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1710,76624,"Fomepizole Sulfate 5 MG/ML Injectable Solution","no","5MG/ML","FOMEPIZOLE","Solution for injection","FOMEPIZOLE (5MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1711,161926,"Fresh frozen plasma","no","\N","Fresh frozen plasma","\N","\N","Plasma frais congelé","\N","\N"
1712,76734,"Furosemide 10 MG Oral Tablet","no","10MG","FUROSEMIDE","Oral tablet","FUROSEMIDE (10MG) - Oral tablet","Furosemide","\N","\N"
1713,76734,"Furosemide 10 MG/ML Injectable Solution","no","10MG/ML","FUROSEMIDE","Solution for injection","FUROSEMIDE (10MG/ML) - Solution for injection","Furosemide","SOLUTION POUR INJECTION","Furosemide (10MG/ML) - SOLUTION POUR INJECTION"
1714,76734,"Furosemide 20 MG Oral Tablet","no","20MG","FUROSEMIDE","Oral tablet","FUROSEMIDE (20MG) - Oral tablet","Furosemide","\N","\N"
1715,76734,"Furosemide 4 MG/ML Oral Solution","no","4MG/ML","FUROSEMIDE","Oral solution","FUROSEMIDE (4MG/ML) - Oral solution","Furosemide","\N","\N"
1716,76734,"Furosemide 40 MG Oral Tablet","no","40MG","FUROSEMIDE","Oral tablet","FUROSEMIDE (40MG) - Oral tablet","Furosemide","\N","\N"
1717,76942,"Gentamicin Sulfate (USP) 10 MG/ML Injectable Solut","no","10MG/ML","GENTAMICIN SULFATE (USP)","Solution for injection","GENTAMICIN SULFATE (USP) (10MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1718,76942,"Gentamicin Sulfate (USP) 3 MG/ML Ophthalmic Soluti","no","3MG/ML","GENTAMICIN SULFATE (USP)","Eye solution","GENTAMICIN SULFATE (USP) (3MG/ML) - Eye solution","\N","\N","\N"
1719,76942,"Gentamicin Sulfate (USP) 40 MG/ML Injectable Solut","no","40MG/ML","GENTAMICIN SULFATE (USP)","Solution for injection","GENTAMICIN SULFATE (USP) (40MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1720,77029,"Gliclazide 60 MG Oral Tablet","no","60MG","GLICLAZIDE","Oral tablet","GLICLAZIDE (60MG) - Oral tablet","\N","\N","\N"
1721,77029,"Gliclazide 80 MG Oral Tablet","no","80MG","GLICLAZIDE","Oral tablet","GLICLAZIDE (80MG) - Oral tablet","\N","\N","\N"
1722,77038,"Glucagon 1 MG/ML Injectable Solution","no","1MG/ML","GLUCAGON (RDNA)","Solution for injection","GLUCAGON (RDNA) (1MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1723,77038,"Glucagon 1 MG/ML Injectable Solution","no","1MG/ML","GLUCAGON (RDNA)","Solution for injection","GLUCAGON (RDNA) (1MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
